Date,Match_Number,City,Venue,Season,Name,Match_Type,Total_Overs,Teams_Participated,Team_1,Team_2,Team_Type,Toss_Winner,Choose_To,Match_Winner,Match_Result,Win_By_Runs,Win_By_Wickets,Man_Of_Match
2012-05-19,69.0,Dharamsala,Himachal Pradesh Cricket Association Stadium,2012,Indian Premier League,T20,20,"Kings XI Punjab, Delhi Daredevils",Kings XI Punjab,Delhi Daredevils,club,Delhi Daredevils,field,Delhi Daredevils,,,6.0,UT Yadav
2012-05-19,70.0,Pune,Subrata Roy Sahara Stadium,2012,Indian Premier League,T20,20,"Pune Warriors, Kolkata Knight Riders",Pune Warriors,Kolkata Knight Riders,club,Kolkata Knight Riders,bat,Kolkata Knight Riders,,34.0,,Shakib Al Hasan
2012-05-20,71.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2012,Indian Premier League,T20,20,"Deccan Chargers, Royal Challengers Bangalore",Deccan Chargers,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Deccan Chargers,,9.0,,DW Steyn
2012-05-20,72.0,Jaipur,Sawai Mansingh Stadium,2012,Indian Premier League,T20,20,"Rajasthan Royals, Mumbai Indians",Rajasthan Royals,Mumbai Indians,club,Rajasthan Royals,bat,Mumbai Indians,,,10.0,DR Smith
2012-05-22,,Pune,Subrata Roy Sahara Stadium,2012,Indian Premier League,T20,20,"Delhi Daredevils, Kolkata Knight Riders",Delhi Daredevils,Kolkata Knight Riders,club,Kolkata Knight Riders,bat,Kolkata Knight Riders,,18.0,,YK Pathan
2012-05-23,,Bangalore,M Chinnaswamy Stadium,2012,Indian Premier League,T20,20,"Chennai Super Kings, Mumbai Indians",Chennai Super Kings,Mumbai Indians,club,Mumbai Indians,field,Chennai Super Kings,,38.0,,MS Dhoni
2012-05-25,,Chennai,"MA Chidambaram Stadium, Chepauk",2012,Indian Premier League,T20,20,"Delhi Daredevils, Chennai Super Kings",Delhi Daredevils,Chennai Super Kings,club,Delhi Daredevils,field,Chennai Super Kings,,86.0,,M Vijay
2012-05-27,,Chennai,"MA Chidambaram Stadium, Chepauk",2012,Indian Premier League,T20,20,"Kolkata Knight Riders, Chennai Super Kings",Kolkata Knight Riders,Chennai Super Kings,club,Chennai Super Kings,bat,Kolkata Knight Riders,,,5.0,MS Bisla
2013-04-03,1.0,Kolkata,Eden Gardens,2013,Indian Premier League,T20,20,"Kolkata Knight Riders, Delhi Daredevils",Kolkata Knight Riders,Delhi Daredevils,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,6.0,SP Narine
2013-04-04,2.0,Bangalore,M Chinnaswamy Stadium,2013,Indian Premier League,T20,20,"Royal Challengers Bangalore, Mumbai Indians",Royal Challengers Bangalore,Mumbai Indians,club,Mumbai Indians,field,Royal Challengers Bangalore,,2.0,,CH Gayle
2013-04-05,3.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013,Indian Premier League,T20,20,"Sunrisers Hyderabad, Pune Warriors",Sunrisers Hyderabad,Pune Warriors,club,Pune Warriors,field,Sunrisers Hyderabad,,22.0,,A Mishra
2013-04-06,4.0,Delhi,Feroz Shah Kotla,2013,Indian Premier League,T20,20,"Delhi Daredevils, Rajasthan Royals",Delhi Daredevils,Rajasthan Royals,club,Rajasthan Royals,bat,Rajasthan Royals,,5.0,,R Dravid
2013-04-06,5.0,Chennai,"MA Chidambaram Stadium, Chepauk",2013,Indian Premier League,T20,20,"Chennai Super Kings, Mumbai Indians",Chennai Super Kings,Mumbai Indians,club,Mumbai Indians,bat,Mumbai Indians,,9.0,,KA Pollard
2013-04-07,6.0,Pune,Subrata Roy Sahara Stadium,2013,Indian Premier League,T20,20,"Pune Warriors, Kings XI Punjab",Pune Warriors,Kings XI Punjab,club,Pune Warriors,bat,Kings XI Punjab,,,8.0,M Vohra
2013-04-07,7.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013,Indian Premier League,T20,20,"Sunrisers Hyderabad, Royal Challengers Bangalore",Sunrisers Hyderabad,Royal Challengers Bangalore,club,Royal Challengers Bangalore,bat,,tie,,,GH Vihari
2013-04-08,8.0,Jaipur,Sawai Mansingh Stadium,2013,Indian Premier League,T20,20,"Rajasthan Royals, Kolkata Knight Riders",Rajasthan Royals,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Rajasthan Royals,,19.0,,SK Trivedi
2013-04-09,10.0,Mumbai,Wankhede Stadium,2013,Indian Premier League,T20,20,"Mumbai Indians, Delhi Daredevils",Mumbai Indians,Delhi Daredevils,club,Mumbai Indians,bat,Mumbai Indians,,44.0,,KD Karthik
2013-04-10,11.0,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013,Indian Premier League,T20,20,"Kings XI Punjab, Chennai Super Kings",Kings XI Punjab,Chennai Super Kings,club,Chennai Super Kings,field,Chennai Super Kings,,,10.0,MEK Hussey
2013-04-11,12.0,Bangalore,M Chinnaswamy Stadium,2013,Indian Premier League,T20,20,"Royal Challengers Bangalore, Kolkata Knight Riders",Royal Challengers Bangalore,Kolkata Knight Riders,club,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,8.0,CH Gayle
2013-04-11,13.0,Pune,Subrata Roy Sahara Stadium,2013,Indian Premier League,T20,20,"Pune Warriors, Rajasthan Royals",Pune Warriors,Rajasthan Royals,club,Rajasthan Royals,bat,Pune Warriors,,,7.0,AJ Finch
2013-04-12,14.0,Delhi,Feroz Shah Kotla,2013,Indian Premier League,T20,20,"Delhi Daredevils, Sunrisers Hyderabad",Delhi Daredevils,Sunrisers Hyderabad,club,Delhi Daredevils,bat,Sunrisers Hyderabad,,,3.0,A Mishra
2013-04-13,15.0,Mumbai,Wankhede Stadium,2013,Indian Premier League,T20,20,"Mumbai Indians, Pune Warriors",Mumbai Indians,Pune Warriors,club,Mumbai Indians,bat,Mumbai Indians,,41.0,,RG Sharma
2013-04-13,16.0,Chennai,"MA Chidambaram Stadium, Chepauk",2013,Indian Premier League,T20,20,"Chennai Super Kings, Royal Challengers Bangalore",Chennai Super Kings,Royal Challengers Bangalore,club,Chennai Super Kings,field,Chennai Super Kings,,,4.0,RA Jadeja
2013-04-14,17.0,Kolkata,Eden Gardens,2013,Indian Premier League,T20,20,"Kolkata Knight Riders, Sunrisers Hyderabad",Kolkata Knight Riders,Sunrisers Hyderabad,club,Kolkata Knight Riders,bat,Kolkata Knight Riders,,48.0,,G Gambhir
2013-04-14,18.0,Jaipur,Sawai Mansingh Stadium,2013,Indian Premier League,T20,20,"Rajasthan Royals, Kings XI Punjab",Rajasthan Royals,Kings XI Punjab,club,Rajasthan Royals,field,Rajasthan Royals,,,6.0,JP Faulkner
2013-04-15,19.0,Chennai,"MA Chidambaram Stadium, Chepauk",2013,Indian Premier League,T20,20,"Chennai Super Kings, Pune Warriors",Chennai Super Kings,Pune Warriors,club,Pune Warriors,bat,Pune Warriors,,24.0,,SPD Smith
2013-04-16,20.0,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013,Indian Premier League,T20,20,"Kings XI Punjab, Kolkata Knight Riders",Kings XI Punjab,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kings XI Punjab,,4.0,,MS Gony
2013-04-16,21.0,Bangalore,M Chinnaswamy Stadium,2013,Indian Premier League,T20,20,"Royal Challengers Bangalore, Delhi Daredevils",Royal Challengers Bangalore,Delhi Daredevils,club,Royal Challengers Bangalore,field,,tie,,,V Kohli
2013-04-17,22.0,Pune,Maharashtra Cricket Association Stadium,2013,Indian Premier League,T20,20,"Pune Warriors, Sunrisers Hyderabad",Pune Warriors,Sunrisers Hyderabad,club,Pune Warriors,field,Sunrisers Hyderabad,,11.0,,A Mishra
2013-04-17,23.0,Jaipur,Sawai Mansingh Stadium,2013,Indian Premier League,T20,20,"Rajasthan Royals, Mumbai Indians",Rajasthan Royals,Mumbai Indians,club,Rajasthan Royals,bat,Rajasthan Royals,,87.0,,AM Rahane
2013-04-18,24.0,Delhi,Feroz Shah Kotla,2013,Indian Premier League,T20,20,"Delhi Daredevils, Chennai Super Kings",Delhi Daredevils,Chennai Super Kings,club,Chennai Super Kings,bat,Chennai Super Kings,,86.0,,MEK Hussey
2013-04-19,25.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013,Indian Premier League,T20,20,"Sunrisers Hyderabad, Kings XI Punjab",Sunrisers Hyderabad,Kings XI Punjab,club,Kings XI Punjab,bat,Sunrisers Hyderabad,,,5.0,GH Vihari
2013-04-20,26.0,Kolkata,Eden Gardens,2013,Indian Premier League,T20,20,"Kolkata Knight Riders, Chennai Super Kings",Kolkata Knight Riders,Chennai Super Kings,club,Kolkata Knight Riders,bat,Chennai Super Kings,,,4.0,RA Jadeja
2013-04-20,27.0,Bangalore,M Chinnaswamy Stadium,2013,Indian Premier League,T20,20,"Royal Challengers Bangalore, Rajasthan Royals",Royal Challengers Bangalore,Rajasthan Royals,club,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,7.0,R Vinay Kumar
2013-04-21,28.0,Delhi,Feroz Shah Kotla,2013,Indian Premier League,T20,20,"Delhi Daredevils, Mumbai Indians",Delhi Daredevils,Mumbai Indians,club,Mumbai Indians,bat,Delhi Daredevils,,,9.0,V Sehwag
2013-04-21,29.0,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013,Indian Premier League,T20,20,"Kings XI Punjab, Pune Warriors",Kings XI Punjab,Pune Warriors,club,Kings XI Punjab,field,Kings XI Punjab,,,7.0,DA Miller
2013-04-22,30.0,Chennai,"MA Chidambaram Stadium, Chepauk",2013,Indian Premier League,T20,20,"Chennai Super Kings, Rajasthan Royals",Chennai Super Kings,Rajasthan Royals,club,Rajasthan Royals,bat,Chennai Super Kings,,,5.0,MEK Hussey
2013-04-23,31.0,Bangalore,M Chinnaswamy Stadium,2013,Indian Premier League,T20,20,"Royal Challengers Bangalore, Pune Warriors",Royal Challengers Bangalore,Pune Warriors,club,Pune Warriors,field,Royal Challengers Bangalore,,130.0,,CH Gayle
2013-05-16,67.0,Dharamsala,Himachal Pradesh Cricket Association Stadium,2013,Indian Premier League,T20,20,"Kings XI Punjab, Delhi Daredevils",Kings XI Punjab,Delhi Daredevils,club,Delhi Daredevils,field,Kings XI Punjab,,7.0,,DA Miller
2013-04-24,33.0,Kolkata,Eden Gardens,2013,Indian Premier League,T20,20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,club,Kolkata Knight Riders,bat,Mumbai Indians,,,5.0,DR Smith
2013-04-25,34.0,Chennai,"MA Chidambaram Stadium, Chepauk",2013,Indian Premier League,T20,20,"Chennai Super Kings, Sunrisers Hyderabad",Chennai Super Kings,Sunrisers Hyderabad,club,Sunrisers Hyderabad,bat,Chennai Super Kings,,,5.0,MS Dhoni
2013-04-26,35.0,Kolkata,Eden Gardens,2013,Indian Premier League,T20,20,"Kolkata Knight Riders, Kings XI Punjab",Kolkata Knight Riders,Kings XI Punjab,club,Kings XI Punjab,bat,Kolkata Knight Riders,,,6.0,JH Kallis
2013-04-27,36.0,Jaipur,Sawai Mansingh Stadium,2013,Indian Premier League,T20,20,"Rajasthan Royals, Sunrisers Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,club,Sunrisers Hyderabad,bat,Rajasthan Royals,,,8.0,JP Faulkner
2013-04-27,37.0,Mumbai,Wankhede Stadium,2013,Indian Premier League,T20,20,"Mumbai Indians, Royal Challengers Bangalore",Mumbai Indians,Royal Challengers Bangalore,club,Mumbai Indians,bat,Mumbai Indians,,58.0,,DR Smith
2013-04-28,38.0,Chennai,"MA Chidambaram Stadium, Chepauk",2013,Indian Premier League,T20,20,"Chennai Super Kings, Kolkata Knight Riders",Chennai Super Kings,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Chennai Super Kings,,14.0,,MEK Hussey
2013-04-28,39.0,Raipur,Shaheed Veer Narayan Singh International Stadium,2013,Indian Premier League,T20,20,"Delhi Daredevils, Pune Warriors",Delhi Daredevils,Pune Warriors,club,Pune Warriors,field,Delhi Daredevils,,15.0,,DA Warner
2013-04-29,40.0,Jaipur,Sawai Mansingh Stadium,2013,Indian Premier League,T20,20,"Rajasthan Royals, Royal Challengers Bangalore",Rajasthan Royals,Royal Challengers Bangalore,club,Rajasthan Royals,field,Rajasthan Royals,,,4.0,SV Samson
2013-04-29,41.0,Mumbai,Wankhede Stadium,2013,Indian Premier League,T20,20,"Mumbai Indians, Kings XI Punjab",Mumbai Indians,Kings XI Punjab,club,Mumbai Indians,bat,Mumbai Indians,,4.0,,RG Sharma
2013-04-30,42.0,Pune,Subrata Roy Sahara Stadium,2013,Indian Premier League,T20,20,"Pune Warriors, Chennai Super Kings",Pune Warriors,Chennai Super Kings,club,Chennai Super Kings,bat,Chennai Super Kings,,37.0,,MS Dhoni
2013-05-01,43.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013,Indian Premier League,T20,20,"Sunrisers Hyderabad, Mumbai Indians",Sunrisers Hyderabad,Mumbai Indians,club,Mumbai Indians,bat,Sunrisers Hyderabad,,,7.0,I Sharma
2013-05-01,44.0,Raipur,Shaheed Veer Narayan Singh International Stadium,2013,Indian Premier League,T20,20,"Delhi Daredevils, Kolkata Knight Riders",Delhi Daredevils,Kolkata Knight Riders,club,Kolkata Knight Riders,bat,Delhi Daredevils,,,7.0,DA Warner
2013-05-02,45.0,Chennai,"MA Chidambaram Stadium, Chepauk",2013,Indian Premier League,T20,20,"Chennai Super Kings, Kings XI Punjab",Chennai Super Kings,Kings XI Punjab,club,Chennai Super Kings,bat,Chennai Super Kings,,15.0,,SK Raina
2013-05-02,46.0,Pune,Subrata Roy Sahara Stadium,2013,Indian Premier League,T20,20,"Pune Warriors, Royal Challengers Bangalore",Pune Warriors,Royal Challengers Bangalore,club,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,17.0,,AB de Villiers
2013-05-03,47.0,Kolkata,Eden Gardens,2013,Indian Premier League,T20,20,"Kolkata Knight Riders, Rajasthan Royals",Kolkata Knight Riders,Rajasthan Royals,club,Rajasthan Royals,bat,Kolkata Knight Riders,,,8.0,YK Pathan
2013-05-04,48.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013,Indian Premier League,T20,20,"Sunrisers Hyderabad, Delhi Daredevils",Sunrisers Hyderabad,Delhi Daredevils,club,Delhi Daredevils,bat,Sunrisers Hyderabad,,,6.0,DJG Sammy
2013-05-14,63.0,Bangalore,M Chinnaswamy Stadium,2013,Indian Premier League,T20,20,"Royal Challengers Bangalore, Kings XI Punjab",Royal Challengers Bangalore,Kings XI Punjab,club,Kings XI Punjab,field,Kings XI Punjab,,,7.0,AC Gilchrist
2013-05-05,49.0,Mumbai,Wankhede Stadium,2013,Indian Premier League,T20,20,"Mumbai Indians, Chennai Super Kings",Mumbai Indians,Chennai Super Kings,club,Mumbai Indians,bat,Mumbai Indians,,60.0,,MG Johnson
2013-05-05,50.0,Jaipur,Sawai Mansingh Stadium,2013,Indian Premier League,T20,20,"Rajasthan Royals, Pune Warriors",Rajasthan Royals,Pune Warriors,club,Pune Warriors,bat,Rajasthan Royals,,,5.0,AM Rahane
2013-04-09,9.0,Bangalore,M Chinnaswamy Stadium,2013,Indian Premier League,T20,20,"Royal Challengers Bangalore, Sunrisers Hyderabad",Royal Challengers Bangalore,Sunrisers Hyderabad,club,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,,,7.0,V Kohli
2013-05-07,52.0,Jaipur,Sawai Mansingh Stadium,2013,Indian Premier League,T20,20,"Rajasthan Royals, Delhi Daredevils",Rajasthan Royals,Delhi Daredevils,club,Delhi Daredevils,bat,Rajasthan Royals,,,9.0,AM Rahane
2013-05-07,53.0,Mumbai,Wankhede Stadium,2013,Indian Premier League,T20,20,"Mumbai Indians, Kolkata Knight Riders",Mumbai Indians,Kolkata Knight Riders,club,Mumbai Indians,bat,Mumbai Indians,,65.0,,SR Tendulkar
2013-05-08,54.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013,Indian Premier League,T20,20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,club,Sunrisers Hyderabad,field,Chennai Super Kings,,77.0,,SK Raina
2013-05-09,55.0,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013,Indian Premier League,T20,20,"Kings XI Punjab, Rajasthan Royals",Kings XI Punjab,Rajasthan Royals,club,Rajasthan Royals,field,Rajasthan Royals,,,8.0,KK Cooper
2013-05-09,56.0,Pune,Subrata Roy Sahara Stadium,2013,Indian Premier League,T20,20,"Pune Warriors, Kolkata Knight Riders",Pune Warriors,Kolkata Knight Riders,club,Kolkata Knight Riders,bat,Kolkata Knight Riders,,46.0,,G Gambhir
2013-05-10,57.0,Delhi,Feroz Shah Kotla,2013,Indian Premier League,T20,20,"Delhi Daredevils, Royal Challengers Bangalore",Delhi Daredevils,Royal Challengers Bangalore,club,Delhi Daredevils,field,Royal Challengers Bangalore,,4.0,,JD Unadkat
2013-05-11,58.0,Pune,Subrata Roy Sahara Stadium,2013,Indian Premier League,T20,20,"Pune Warriors, Mumbai Indians",Pune Warriors,Mumbai Indians,club,Pune Warriors,bat,Mumbai Indians,,,5.0,MG Johnson
2013-05-11,59.0,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013,Indian Premier League,T20,20,"Kings XI Punjab, Sunrisers Hyderabad",Kings XI Punjab,Sunrisers Hyderabad,club,Kings XI Punjab,field,Sunrisers Hyderabad,,30.0,,PA Patel
2013-05-12,60.0,Ranchi,JSCA International Stadium Complex,2013,Indian Premier League,T20,20,"Kolkata Knight Riders, Royal Challengers Bangalore",Kolkata Knight Riders,Royal Challengers Bangalore,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,5.0,JH Kallis
2013-05-12,61.0,Jaipur,Sawai Mansingh Stadium,2013,Indian Premier League,T20,20,"Rajasthan Royals, Chennai Super Kings",Rajasthan Royals,Chennai Super Kings,club,Rajasthan Royals,field,Rajasthan Royals,,,5.0,SR Watson
2013-04-23,32.0,Delhi,Feroz Shah Kotla,2013,Indian Premier League,T20,20,"Delhi Daredevils, Kings XI Punjab",Delhi Daredevils,Kings XI Punjab,club,Kings XI Punjab,field,Kings XI Punjab,,,5.0,Harmeet Singh
2013-05-13,62.0,Mumbai,Wankhede Stadium,2013,Indian Premier League,T20,20,"Mumbai Indians, Sunrisers Hyderabad",Mumbai Indians,Sunrisers Hyderabad,club,Sunrisers Hyderabad,bat,Mumbai Indians,,,7.0,KA Pollard
2013-05-15,65.0,Ranchi,JSCA International Stadium Complex,2013,Indian Premier League,T20,20,"Kolkata Knight Riders, Pune Warriors",Kolkata Knight Riders,Pune Warriors,club,Kolkata Knight Riders,field,Pune Warriors,,7.0,,MK Pandey
2013-05-14,64.0,Chennai,"MA Chidambaram Stadium, Chepauk",2013,Indian Premier League,T20,20,"Chennai Super Kings, Delhi Daredevils",Chennai Super Kings,Delhi Daredevils,club,Chennai Super Kings,bat,Chennai Super Kings,,33.0,,MS Dhoni
2013-05-15,66.0,Mumbai,Wankhede Stadium,2013,Indian Premier League,T20,20,"Mumbai Indians, Rajasthan Royals",Mumbai Indians,Rajasthan Royals,club,Rajasthan Royals,field,Mumbai Indians,,14.0,,AP Tare
2013-05-06,51.0,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013,Indian Premier League,T20,20,"Kings XI Punjab, Royal Challengers Bangalore",Kings XI Punjab,Royal Challengers Bangalore,club,Kings XI Punjab,field,Kings XI Punjab,,,6.0,DA Miller
2013-05-17,68.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013,Indian Premier League,T20,20,"Sunrisers Hyderabad, Rajasthan Royals",Sunrisers Hyderabad,Rajasthan Royals,club,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,,23.0,,A Mishra
2013-05-18,69.0,Dharamsala,Himachal Pradesh Cricket Association Stadium,2013,Indian Premier League,T20,20,"Kings XI Punjab, Mumbai Indians",Kings XI Punjab,Mumbai Indians,club,Mumbai Indians,field,Kings XI Punjab,,50.0,,Azhar Mahmood
2013-05-19,71.0,Pune,Subrata Roy Sahara Stadium,2013,Indian Premier League,T20,20,"Pune Warriors, Delhi Daredevils",Pune Warriors,Delhi Daredevils,club,Pune Warriors,bat,Pune Warriors,,38.0,,LJ Wright
2013-05-18,70.0,Bangalore,M Chinnaswamy Stadium,2013,Indian Premier League,T20,20,"Royal Challengers Bangalore, Chennai Super Kings",Royal Challengers Bangalore,Chennai Super Kings,club,Chennai Super Kings,field,Royal Challengers Bangalore,,24.0,,V Kohli
2013-05-19,72.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013,Indian Premier League,T20,20,"Sunrisers Hyderabad, Kolkata Knight Riders",Sunrisers Hyderabad,Kolkata Knight Riders,club,Kolkata Knight Riders,bat,Sunrisers Hyderabad,,,5.0,PA Patel
2013-05-21,,Delhi,Feroz Shah Kotla,2013,Indian Premier League,T20,20,"Chennai Super Kings, Mumbai Indians",Chennai Super Kings,Mumbai Indians,club,Chennai Super Kings,bat,Chennai Super Kings,,48.0,,MEK Hussey
2013-05-22,,Delhi,Feroz Shah Kotla,2013,Indian Premier League,T20,20,"Rajasthan Royals, Sunrisers Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,club,Sunrisers Hyderabad,bat,Rajasthan Royals,,,4.0,BJ Hodge
2013-05-24,,Kolkata,Eden Gardens,2013,Indian Premier League,T20,20,"Mumbai Indians, Rajasthan Royals",Mumbai Indians,Rajasthan Royals,club,Rajasthan Royals,bat,Mumbai Indians,,,4.0,Harbhajan Singh
2013-05-26,,Kolkata,Eden Gardens,2013,Indian Premier League,T20,20,"Chennai Super Kings, Mumbai Indians",Chennai Super Kings,Mumbai Indians,club,Mumbai Indians,bat,Mumbai Indians,,23.0,,KA Pollard
2014-04-16,1.0,Abu Dhabi,Sheikh Zayed Stadium,2014,Indian Premier League,T20,20,"Mumbai Indians, Kolkata Knight Riders",Mumbai Indians,Kolkata Knight Riders,club,Kolkata Knight Riders,bat,Kolkata Knight Riders,,41.0,,JH Kallis
2014-04-17,2.0,,Sharjah Cricket Stadium,2014,Indian Premier League,T20,20,"Delhi Daredevils, Royal Challengers Bangalore",Delhi Daredevils,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,8.0,YS Chahal
2014-04-18,3.0,Abu Dhabi,Sheikh Zayed Stadium,2014,Indian Premier League,T20,20,"Chennai Super Kings, Kings XI Punjab",Chennai Super Kings,Kings XI Punjab,club,Chennai Super Kings,bat,Kings XI Punjab,,,6.0,GJ Maxwell
2014-04-18,4.0,Abu Dhabi,Sheikh Zayed Stadium,2014,Indian Premier League,T20,20,"Sunrisers Hyderabad, Rajasthan Royals",Sunrisers Hyderabad,Rajasthan Royals,club,Rajasthan Royals,field,Rajasthan Royals,,,4.0,AM Rahane
2014-04-19,5.0,,Dubai International Cricket Stadium,2014,Indian Premier League,T20,20,"Royal Challengers Bangalore, Mumbai Indians",Royal Challengers Bangalore,Mumbai Indians,club,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,7.0,PA Patel
2014-04-19,6.0,,Dubai International Cricket Stadium,2014,Indian Premier League,T20,20,"Kolkata Knight Riders, Delhi Daredevils",Kolkata Knight Riders,Delhi Daredevils,club,Kolkata Knight Riders,bat,Delhi Daredevils,,,4.0,JP Duminy
2014-04-20,7.0,,Sharjah Cricket Stadium,2014,Indian Premier League,T20,20,"Rajasthan Royals, Kings XI Punjab",Rajasthan Royals,Kings XI Punjab,club,Kings XI Punjab,field,Kings XI Punjab,,,7.0,GJ Maxwell
2014-04-21,8.0,Abu Dhabi,Sheikh Zayed Stadium,2014,Indian Premier League,T20,20,"Chennai Super Kings, Delhi Daredevils",Chennai Super Kings,Delhi Daredevils,club,Chennai Super Kings,bat,Chennai Super Kings,,93.0,,SK Raina
2014-04-22,9.0,,Sharjah Cricket Stadium,2014,Indian Premier League,T20,20,"Kings XI Punjab, Sunrisers Hyderabad",Kings XI Punjab,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Kings XI Punjab,,72.0,,GJ Maxwell
2014-04-23,10.0,,Dubai International Cricket Stadium,2014,Indian Premier League,T20,20,"Rajasthan Royals, Chennai Super Kings",Rajasthan Royals,Chennai Super Kings,club,Rajasthan Royals,field,Chennai Super Kings,,7.0,,RA Jadeja
2014-04-24,11.0,,Sharjah Cricket Stadium,2014,Indian Premier League,T20,20,"Royal Challengers Bangalore, Kolkata Knight Riders",Royal Challengers Bangalore,Kolkata Knight Riders,club,Royal Challengers Bangalore,field,Kolkata Knight Riders,,2.0,,CA Lynn
2014-04-25,12.0,,Dubai International Cricket Stadium,2014,Indian Premier League,T20,20,"Sunrisers Hyderabad, Delhi Daredevils",Sunrisers Hyderabad,Delhi Daredevils,club,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,,4.0,,AJ Finch
2014-04-25,13.0,,Dubai International Cricket Stadium,2014,Indian Premier League,T20,20,"Chennai Super Kings, Mumbai Indians",Chennai Super Kings,Mumbai Indians,club,Mumbai Indians,bat,Chennai Super Kings,,,7.0,MM Sharma
2014-04-26,14.0,Abu Dhabi,Sheikh Zayed Stadium,2014,Indian Premier League,T20,20,"Rajasthan Royals, Royal Challengers Bangalore",Rajasthan Royals,Royal Challengers Bangalore,club,Rajasthan Royals,field,Rajasthan Royals,,,6.0,PV Tambe
2014-04-26,15.0,Abu Dhabi,Sheikh Zayed Stadium,2014,Indian Premier League,T20,20,"Kolkata Knight Riders, Kings XI Punjab",Kolkata Knight Riders,Kings XI Punjab,club,Kolkata Knight Riders,field,Kings XI Punjab,,23.0,,Sandeep Sharma
2014-04-27,16.0,,Sharjah Cricket Stadium,2014,Indian Premier League,T20,20,"Delhi Daredevils, Mumbai Indians",Delhi Daredevils,Mumbai Indians,club,Mumbai Indians,bat,Delhi Daredevils,,,6.0,M Vijay
2014-04-27,17.0,,Sharjah Cricket Stadium,2014,Indian Premier League,T20,20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,club,Sunrisers Hyderabad,bat,Chennai Super Kings,,,5.0,DR Smith
2014-04-28,18.0,,Dubai International Cricket Stadium,2014,Indian Premier League,T20,20,"Kings XI Punjab, Royal Challengers Bangalore",Kings XI Punjab,Royal Challengers Bangalore,club,Kings XI Punjab,field,Kings XI Punjab,,,5.0,Sandeep Sharma
2014-04-29,19.0,Abu Dhabi,Sheikh Zayed Stadium,2014,Indian Premier League,T20,20,"Kolkata Knight Riders, Rajasthan Royals",Kolkata Knight Riders,Rajasthan Royals,club,Rajasthan Royals,bat,,tie,,,JP Faulkner
2014-04-30,20.0,,Dubai International Cricket Stadium,2014,Indian Premier League,T20,20,"Mumbai Indians, Sunrisers Hyderabad",Mumbai Indians,Sunrisers Hyderabad,club,Mumbai Indians,field,Sunrisers Hyderabad,,15.0,,B Kumar
2014-05-02,21.0,Ranchi,JSCA International Stadium Complex,2014,Indian Premier League,T20,20,"Chennai Super Kings, Kolkata Knight Riders",Chennai Super Kings,Kolkata Knight Riders,club,Chennai Super Kings,bat,Chennai Super Kings,,34.0,,RA Jadeja
2014-05-03,22.0,Mumbai,Wankhede Stadium,2014,Indian Premier League,T20,20,"Mumbai Indians, Kings XI Punjab",Mumbai Indians,Kings XI Punjab,club,Kings XI Punjab,bat,Mumbai Indians,,,5.0,CJ Anderson
2014-05-03,23.0,Delhi,Feroz Shah Kotla,2014,Indian Premier League,T20,20,"Delhi Daredevils, Rajasthan Royals",Delhi Daredevils,Rajasthan Royals,club,Rajasthan Royals,field,Rajasthan Royals,,,7.0,KK Nair
